,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density
215,오울,한식,02 5743912,서울특별시 강남구 개포동 1229-17번지 ,"[37.47628539999999, 127.0470417]",88.33,9.62
216,장독묵은지,분식,02 4451444,서울특별시 강남구 개포동 186-1번지 ,"[37.48865, 127.0668327]",55.62,33.35
217,하나샤브정,한식,02 5387114,서울특별시 강남구 삼성동 152-9번지 지상1층 ,"[37.5105149, 127.0558343]",63.08,74.3
218,만리향,중국식,02 5697179,서울특별시 강남구 역삼동 659-11번지 ,"[37.5061535, 127.0350565]",98.92,48.87
219,옛고을장원김밥,분식,02 5540333,서울특별시 강남구 역삼동 672-27번지 ,"[37.5031503, 127.0391373]",61.02,20.04
220,사또치킨,분식,02 5442879,서울특별시 강남구 청담동 5-29번지 ,"[37.5231842, 127.0449227]",79.48,48.71
221,소풍나온산오징어,분식,02 5692176,서울특별시 강남구 역삼동 834-103번지 ,"[37.4937035, 127.0353592]",53.26,59.56
222,이모네손칼국수,분식,02 5384538,서울특별시 강남구 역삼동 778-33번지 1층 ,"[37.4963069, 127.0444882]",50.15,28.75
223,교동전선생 학동점,분식,02   00000,서울특별시 강남구 논현동 37-16번지 ,"[37.5145982, 127.0297794]",52.5,41.76
224,사조참치삼성점,일식,02 5614504,서울특별시 강남구 대치동 996-16번지 ,"[37.5082452, 127.0654668]",96.7,89.21
225,별난횟집,일식,02   00000,서울특별시 강남구 도곡동 425-7,"[37.4817646, 127.0433426]",54.9,47.48
226,맛나분식,분식,02 5164708,서울특별시 강남구 삼성동 145-1번지 ,"[37.5128179, 127.0539027]",96.3,53.74
227,동천홍 역삼점,일식,02 5535711,서울특별시 강남구 역삼동 837-31번지 지상2층 ,"[37.4914225, 127.032108]",66.02,37.04
228,부어치킨 역삼스타타워점,분식,02 5012726,서울특별시 강남구 역삼동 740-3번지 ,"[37.498301, 127.0354086]",56.23,23.1
229,미향,한식,02 5578564,서울특별시 강남구 대치동 986-4번지 ,"[37.5007973, 127.0644705]",67.71,81.88
230,피카소,경양식,02 5628439,서울특별시 강남구 삼성동 165-0번지 ,"[37.5139304, 127.0641686]",53.55,59.52
231,수,경양식,02 5667093,서울특별시 강남구 역삼동 771-7번지 ,"[37.4975486, 127.0431549]",61.44,43.6
232,날아라 곱창,한식,02 5174524,서울특별시 강남구 논현동 37-16번지 2층 ,"[37.5145982, 127.0297794]",79.88,41.88
233,더차이홍,중국식,02 5655514,서울특별시 강남구 삼성동 158-7번지 ,"[37.5081948, 127.0582195]",94.75,96.08
234,루안,중국식,02 5625566,서울특별시 강남구 역삼동 726번지 ,"[37.4989629, 127.0383428]",72.15,42.79
235,맛고을,한식,02 5158467,서울특별시 강남구 청담동 5-29번지 ,"[37.5231842, 127.0449227]",98.81,81.81
236,수차이나,중국식,02 5187969,서울특별시 강남구 신사동 577-9번지 ,"[37.5252229, 127.0267773]",99.11,25.82
237,만리향,중국식,02  556 6305,서울특별시 강남구 역삼동 734-11번지 ,"[37.4967191, 127.0398655]",65.77,97.6
238,자금성,중국식,02 5787152,서울특별시 강남구 개포동 1190-8번지 ,"[37.4732872, 127.0498948]",95.59,83.61
239,미래향,중국식,02  564 6133,서울특별시 강남구 대치동 941-27번지 ,"[37.4985196, 127.0588217]",54.1,19.58
240,북경,중국식,02 5789958,서울특별시 강남구 개포동 1225-4번지 ,"[37.475645, 127.048298]",78.83,86.68
241,달수네 부대찌개,중국식,02 5470721,서울특별시 강남구 논현동 12-14,"[37.5167768, 127.0237491]",92.62,42.96
242,구봉산 돼지 갈비,한식,02 5774411,서울특별시 강남구 개포동 1230-7번지 ,"[37.4768897, 127.0478921]",73.7,36.17
243,행복한 스시,한식,02 5695696,서울특별시 강남구 대치동 961-4번지 ,"[37.5031955, 127.0597651]",92.49,3.16
244,청석골,한식,02 5584607,서울특별시 강남구 대치동 956-20번지 ,"[37.505789, 127.0600243]",80.71,15.27
245,치어스,한식,02 5756102,서울특별시 강남구 개포동 1237-5번지 ,"[37.4780984, 127.0461549]",53.66,52.69
246,남산옥,한식,02 5520809,서울특별시 강남구 대치동 997-13번지 ,"[37.5084265, 127.0661749]",97.85,44.47
247,초원,한식,02 5645077,서울특별시 강남구 삼성동 155-0번지 .1동 ,"[37.5095591, 127.0563146]",65.64,45.54
248,울돌목가는길,한식,02 5385252,서울특별시 강남구 삼성동 145-18번지 ,"[37.51212080000001, 127.0543956]",87.25,48.55
249,백년시래기,한식,02 5657574,서울특별시 강남구 역삼동 646-6번지 ,"[37.50062399999999, 127.0343156]",97.66,31.24
250,여의도 황소곱창,한식,02 5690055,서울특별시 강남구 역삼동 830-27번지 ,"[37.4940619, 127.0318059]",64.77,50.12
251,푸드2900역삼으뜸점,한식,02 5381445,서울특별시 강남구 역삼동 776-11번지 ,"[37.4937323, 127.040779]",65.8,51.72
252,취원,한식,02 5656178,서울특별시 강남구 역삼동 647-2번지 ,"[37.5005939, 127.0328311]",84.95,38.91
253,명인만두,분식,02 5562825,서울특별시 강남구 역삼동 644-4번지 ,"[37.500872, 127.0342253]",98.04,13.97
254,박대감내,한식,02 5457756,서울특별시 강남구 청담동 124-3번지 ,"[37.5247574, 127.0489392]",64.31,99.08
255,논골집,한식,02 5430135,서울특별시 강남구 청담동 127-19번지 ,"[37.5257099, 127.0524264]",62.85,13.32
256,나향반점,한식,02  515 9255,서울특별시 강남구 논현동 277-1번지 ,"[37.5098599, 127.0400716]",72.95,97.22
257,자봉한방삼계탕,한식,02   00000,서울특별시 강남구 논현동 127-0번지 ,"[37.5127946, 127.0282803]",77.67,31.07
258,목포집 2호점,한식,02 5116091,서울특별시 강남구 신사동 512-18번지 ,"[37.5173418, 127.0204895]",92.28,3.71
259,조선옥,한식,02 5642845,서울특별시 강남구 역삼동 672-35번지 (지상1~2층) ,"[37.503288, 127.0394613]",54.33,59.2
260,진도식당,한식,02 5680212,서울특별시 강남구 삼성동 141-0 성원빌딩지하5호,"[37.5055713, 127.0491588]",63.84,93.63
261,강강술래 역삼점,한식,02 5387890,서울특별시 강남구 역삼동 797-19번지 ,"[37.4941288, 127.0394508]",73.39,71.16
262,김가네,분식,02 5421219,서울특별시 강남구 논현동 61-15번지 지상1층 ,"[37.5199763, 127.0315119]",89.5,23.67
263,장금수부대찌개,한식,02 5619596,서울특별시 강남구 역삼동 823-0번지 ,"[37.4976831, 127.0324384]",96.66,51.39
264,울엄마추어탕,한식,02 5468577,서울특별시 강남구 역삼동 823-0번지 지하1층 ,"[37.4987464, 127.03169]",70.15,81.79
265,원당뼈다귀감자탕,한식,02 5087768,서울특별시 강남구 역삼동 645-20번지 ,"[37.5008118, 127.0339174]",66.86,91.96
266,순수한우,한식,02 5383721,서울특별시 강남구 대치동 1016-5번지 ,"[37.4975564, 127.059501]",66.3,86.89
267,풍원,한식,02 5170056,서울특별시 강남구 논현동 182-22번지 ,"[37.5069529, 127.0253033]",58.99,48.54
268,초막집숯불양곱창,한식,02 5724012,서울특별시 강남구 도곡동 410-0번지 ,"[37.4850017, 127.0420734]",95.8,40.82
269,서울식당,한식,02 5669947,서울특별시 강남구 역삼동 730-9번지 ,"[37.4988167, 127.0429736]",97.35,82.56
270,한솔냉면,한식,02 5473520,서울특별시 강남구 압구정동 429-0번지 ,"[37.5273268, 127.0274265]",92.68,5.67
271,신천생태전문점,한식,02 5174682,서울특별시 강남구 청담동 44-6번지 ,"[37.5187197, 127.0462862]",62.54,91.87
272,신사쭈꾸미,한식,02 5167160,서울특별시 강남구 신사동 628-41번지 ,"[37.521775, 127.0314287]",61.44,32.23
273,박사왕족발,한식,02 2260911,서울특별시 강남구 일원동 716번지 목련상가지층18호 ,"[37.48490779999999, 127.085378]",61.81,62.22
274,둘둘치킨,한식,02 5553413,서울특별시 강남구 대치동 946-15번지 ,"[37.5073871, 127.0629292]",97.47,93.87
275,청기와,한식,02 5451249,서울특별시 강남구 논현동 98-12번지 ,"[37.5202946, 127.0359457]",64.87,2.35
276,삼성동코엑스직영점(하남돼지집),한식,02 5010758,서울특별시 강남구 삼성동 151-21번지 ,"[37.5105356, 127.05561]",93.42,87.91
277,산봉면옥,한식,02 5450415,서울특별시 강남구 신사동 623-2번지 ,"[37.5254077, 127.0329203]",74.1,77.79
278,유정식당,한식,02 5114592,서울특별시 강남구 논현동 8-8번지 ,"[37.518326, 127.0280524]",99.41,53.23
279,뽈,한식,02 5391533,서울특별시 강남구 대치동 956-15번지 ,"[37.5055173, 127.0591727]",55.7,46.77
280,돈카라,한식,02 5639773,서울특별시 강남구 삼성동 141-1,"[37.5056797, 127.0491824]",78.64,8.38
281,사계절세꼬시회집,한식,02552 0606,서울특별시 강남구 삼성동 148-12번지 ,"[37.5113923, 127.056365]",53.28,95.63
282,전주고향집,한식,02 5560525,서울특별시 강남구 대치동 977-1번지 ,"[37.5018678, 127.0650498]",76.26,56.56
283,김밥월드 본점,한식,02 5675999,서울특별시 강남구 역삼동 791,"[37.4944959, 127.0378346]",82.65,57.44
284,마루가메제면 강남점,한식,02 5566760,서울특별시 강남구 역삼동 817번지 ,"[37.5005077, 127.0273798]",92.94,52.3
285,새마을식당,한식,02 5382249,서울특별시 강남구 삼성동 148-14번지 지상1층 ,"[37.5113524, 127.0565578]",75.1,86.16
286,빅투치킨,통닭(치킨),02 5755196,서울특별시 강남구 개포동 158-3번지 ,"[37.4826209, 127.0618151]",92.75,13.37
287,감미옥,한식,02 5186420,서울특별시 강남구 신사동 541-19번지 ,"[37.5187027, 127.0237964]",73.08,72.72
288,고향집,한식,02 5385470,서울특별시 강남구 대치동 957-4번지 ,"[37.5056728, 127.0584469]",51.71,95.91
289,서울식당,한식,02 4590074,서울특별시 강남구 수서동 736-0번지 7브럭7단지 상가동 B3호,"[37.4870719, 127.0983474]",87.23,10.17
290,일번지식당,한식,02 5423405,서울특별시 강남구 신사동 661-18번지 지상1층 ,"[37.5277028, 127.038577]",78.47,7.74
291,맛기행 사계절,한식,02 5389827,서울특별시 강남구 역삼동 726-15번지 ,"[37.4984934, 127.0384506]",97.26,17.34
292,김씨네,한식,02 5455290,서울특별시 강남구 신사동 627-6번지 ,"[37.5242673, 127.0326364]",63.69,33.04
293,명동 칼국수,분식,02 5750329,서울특별시 강남구 도곡동 417-1번지 ,"[37.4852796, 127.0447949]",59.16,66.99
294,문어앤치킨,분식,02 5171943,서울특별시 강남구 삼성동 153-1번지 지상1층 ,"[37.5111037, 127.0566786]",98.43,70.05
295,(주)한추,분식,02 5461781,서울특별시 강남구 신사동 549-9,"[37.5240393, 127.0234316]",57.38,45.82
296,창포,한식,02 5010155,서울특별시 강남구 대치동 936-18번지 ,"[37.4976232, 127.0540944]",55.37,56.61
297,오부찌,한식,02 5561466,서울특별시 강남구 역삼동 637-35번지 ,"[37.5007544, 127.0331807]",83.44,37.36
298,멕시카나 수서점,분식,02 4518002,서울특별시 강남구 수서동 736-0번지 7단지상가101호 ,"[37.4884349, 127.0723236]",88.28,1.08
299,용이네,한식,02 5454872,서울특별시 강남구 신사동 502-2번지 지상1층 ,"[37.51799889999999, 127.019758]",77.38,7.48
300,김가네김밥,분식,02 5425728,서울특별시 강남구 청담동 132-8번지 ,"[37.5220904, 127.0569294]",61.76,53.73
301,브라이언스커피,일식,02529 6399,서울특별시 강남구 도곡동 457,"[37.4838188, 127.0457712]",93.31,25.22
302,내림손 삼계탕,한식,02 5527873,서울특별시 강남구 대치동 956-15번지 ,"[37.5055173, 127.0591727]",68.99,6.32
303,빽돈(신논현 직영점),한식,02 5161700,서울특별시 강남구 논현동 164-13번지 지상1층 ,"[37.5077304, 127.023661]",89.08,1.37
304,횡성한우고향,한식,02   00000,서울특별시 강남구 삼성동 162-29번지 ,"[37.5142928, 127.0648734]",70.02,73.23
305,예손,일식,02 5010297,서울특별시 강남구 삼성동 158-24번지 ,"[37.5090435, 127.0583118]",54.33,86.56
306,병천황토방순대,한식,02 5797032,서울특별시 강남구 개포동 1193-12번지 ,"[37.4739363, 127.0488227]",63.47,73.11
307,아이,경양식,02 5654431,서울특별시 강남구 삼성동 153-60번지 ,"[37.5101157, 127.0575201]",88.03,64.1
308,쉘부르,경양식,02 5439751,서울특별시 강남구 청담동 132-8번지 ,"[37.5220904, 127.0569294]",75.15,59.8
309,신사숙녀여러분,경양식,02 5171080,서울특별시 강남구 신사동 644-15번지 ,"[37.526547, 127.035837]",50.07,32.17
310,카레전문점델리,경양식,02 5457545,서울특별시 강남구 신사동 640-2번지 지상2층204호 ,"[37.5278137, 127.0362641]",92.62,57.63
311,크레이지호스,경양식,02 5184976,서울특별시 강남구 신사동 546-6번지 ,"[37.5217086, 127.0229302]",98.28,8.47
312,미스터피자선릉점,경양식,02 5643306,서울특별시 강남구 역삼동 708-7번지 ,"[37.50397340000001, 127.0489971]",97.57,30.15
313,미림숯불돼지갈비,한식,02 5712754,서울특별시 강남구 개포동 1233-24번지 ,"[37.4778037, 127.0467036]",86.06,10.96
314,춘하추동밀면 논현직영점,경양식,02 5455874,서울특별시 강남구 논현동 98-12번지 나동 ,"[37.5202946, 127.0359457]",92.5,15.09
315,반포등심,경양식,02 5424644,서울특별시 강남구 논현동 98-12번지 나동2층 ,"[37.5202946, 127.0359457]",66.83,79.82
316,그랑아,경양식,02 5671101,서울특별시 강남구 역삼동 603-0번지 ,"[37.5052397, 127.0288826]",89.27,74.76
317,천미향,중국식,02 5585838,서울특별시 강남구 삼성동 165-12번지 지상23층 ,"[37.5135668, 127.0644469]",83.84,70.06
318,산야로,중국식,02 5631590,서울특별시 강남구 역삼동 720-24번지 ,"[37.50137429999999, 127.0422431]",64.53,71.3
319,주래등,중국식,02 5742458,서울특별시 강남구 논현동 97-8번지 ,"[37.5212746, 127.0362272]",69.86,3.31
320,영인성,중국식,02 5178383,서울특별시 강남구 논현동 197-18번지 지상1층 ,"[37.5060783, 127.0273132]",50.39,26.79
321,세양원,중국식,02 5381714,서울특별시 강남구 대치동 890-47번지 지하1층 ,"[37.5046105, 127.0521446]",90.83,92.04
322,운봉,중국식,02 5685075,서울특별시 강남구 대치동 961-13번지 ,"[37.5026175, 127.0591503]",96.5,32.24
323,천지궁,중국식,02 5186776,서울특별시 강남구 논현동 226-0번지 ,"[37.5102134, 127.0350246]",66.04,70.96
324,담뿍 화로된장,중국식,02 5628470,서울특별시 강남구 역삼동 644-19번지 ,"[37.5010771, 127.0349533]",82.79,30.17
325,리칭,중국식,02  553 3939,서울특별시 강남구 삼성동 156-5번지 ,"[37.5086584, 127.0559006]",74.45,45.73
326,떡본김에,한식,02 5433910,서울특별시 강남구 청담동 18-42번지 지하1층 102호,"[37.5229278, 127.044633]",94.65,66.41
327,황금돼지,한식,02 5776667,서울특별시 강남구 개포동 1216-10번지 ,"[37.478472, 127.0483526]",92.05,0.25
328,부산아지매 국밥,한식,02 5552579,서울특별시 강남구 대치동 1000-0번지 ,"[37.5079141, 127.0654133]",99.01,6.06
329,참숯불화로구이 우리 소,한식,02 5639559,서울특별시 강남구 대치동 956-15번지 ,"[37.5055173, 127.0591727]",84.26,49.45
330,맘스키친,분식,02 5524423,서울특별시 강남구 삼성동 141번지 ,"[37.5055641, 127.04915]",97.84,37.28
331,강남 돈 주는 남자,한식,02 5678259,서울특별시 강남구 삼성동 162-19번지 ,"[37.5143698, 127.0643453]",76.43,17.79
332,등나무집,한식,02 5631222,서울특별시 강남구 역삼동 814-3번지 ,"[37.5023214, 127.0260624]",64.78,26.87
333,강남 삼겹살,한식,02 5669453,서울특별시 강남구 역삼동 741-11번지 ,"[37.4979726, 127.0343645]",78.05,85.64
334,병천순대,한식,02 5684991,서울특별시 강남구 역삼동 700-14번지 ,"[37.5048682, 127.0426486]",88.49,76.45
335,용호동낙지 역삼역파이낸스점,한식,02 5527249,서울특별시 강남구 역삼동 739-8번지 ,"[37.4984924, 127.035664]",57.78,15.24
336,디오니스,한식,02 5435744,서울특별시 강남구 청담동 44-7,"[37.5187469, 127.0464114]",69.17,17.59
337,강산애,한식,02 5614870,서울특별시 강남구 대치동 977-16번지 동성빌딩 1층 ,"[37.5010666, 127.0644514]",85.31,27.17
338,청춘극장,한식,02  5685345,서울특별시 강남구 역삼동 791-2,"[37.4946024, 127.038194]",90.87,37.61
339,한촌설렁탕,한식,02 5558566,서울특별시 강남구 대치동 957-4번지 ,"[37.5056728, 127.0584469]",64.53,80.68
340,양자강,중국식,02 5784717,서울특별시 강남구 도곡동 420-9번지 ,"[37.4851184, 127.046026]",54.76,82.79
341,한교방 서울면옥,한식,02 5461957,서울특별시 강남구 논현동 117-8번지 ,"[37.5167961, 127.0380778]",80.67,24.16
342,60년전통 신촌황소곱창,한식,02 5684773,서울특별시 강남구 대치동 896-18번지 ,"[37.5036772, 127.0523905]",62.24,45.71
343,돈가네 김치찌개,한식,02 5291008,서울특별시 강남구 개포동 1226-1번지 ,"[37.4761865, 127.0477315]",85.12,54.98
344,뚱보집,한식,02 5627892,서울특별시 강남구 역삼동 827-22번지 ,"[37.49539720000001, 127.0312572]",98.13,59.16
345,김밥까페 역삼테헤란점,한식,02 5533181,서울특별시 강남구 역삼동 719-9번지 10 ,"[37.5010846, 127.0403049]",96.67,16.44
346,김봉남 포장마차,한식,02 5142935,서울특별시 강남구 논현동 116-2번지 ,"[37.5165562, 127.0376012]",79.07,4.95
347,최전방부대찌개,한식,02 5466509,서울특별시 강남구 논현동 98-12번지 ,"[37.5202946, 127.0359457]",59.87,90.88
348,대치마루,한식,02 5391515,서울특별시 강남구 대치동 981-0번지 ,"[37.5030588, 127.0632039]",75.31,46.88
