,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density
672,한가네(분식집),분식,02 5578285,서울특별시 강남구 역삼동 751-16번지 ,"[37.4945684, 127.0346808]",95.9,32.06
673,을지로골뱅이,분식,02 5559986,서울특별시 강남구 대치동 994-12번지 ,"[37.4977738, 127.0686226]",93.4,15.82
674,춘이네 닭도리탕,분식,02 5695494,서울특별시 강남구 대치동 900-7번지 ,"[37.5024039, 127.0521566]",81.89,54.59
675,종로김밥,분식,02 5459342,서울특별시 강남구 신사동 502-7번지 ,"[37.5172707, 127.0196375]",63.52,2
676,국민전통갈비 미소그릴,한식,02 5613100,서울특별시 강남구 역삼동 674-38번지 ,"[37.5050934, 127.0405273]",59.15,52.43
677,탁골감자탕,분식,02 5413360,서울특별시 강남구 신사동 661-18번지 ,"[37.5277028, 127.038577]",60.41,32.35
678,더 소반,한식,02 5426396,서울특별시 강남구 신사동 607-3번지 ,"[37.5261758, 127.0313277]",63.99,95.48
679,호아빈삼성점,일식,02 5562345,서울특별시 강남구 대치동 957-0번지 ,"[37.5053848, 127.0577029]",64.12,25.89
680,짚신,한식,02 5614433,서울특별시 강남구 역삼동 831-25번지 ,"[37.4948606, 127.0305415]",94.92,56.39
681,아미가,한식,02 5161068,서울특별시 강남구 신사동 590-22번지 ,"[37.5208709, 127.0284222]",66.87,44.59
682,어촌,일식,02 5472572,서울특별시 강남구 신사동 609-0번지 ,"[37.5262829, 127.0295602]",56.1,56.2
683,(주)커피빈코리아 삼성역글라스타워뒷점,한식,02 5668288,서울특별시 강남구 대치동 947번지 ,"[37.5070561, 127.062887]",65.63,46.88
684,여수동촌,한식,02 5560530,서울특별시 강남구 대치동 903-18번지 ,"[37.5033294, 127.0574618]",53.71,73.95
685,준,한식,02 4591988,서울특별시 강남구 일원동 666-5번지 ,"[37.4899606, 127.0842806]",75.43,33.27
686,베네디지오네,경양식,02 5433838,서울특별시 강남구 청담동 99-20번지 퀸빌딩7층 ,"[37.5258513, 127.045925]",70.62,78.66
687,샤론,경양식,02 5532226,서울특별시 강남구 역삼동 837-18번지 ,"[37.49140269999999, 127.032331]",93.49,66.37
688,토모,일식,02 5168311,서울특별시 강남구 신사동 582-3번지 ,"[37.5247792, 127.0278228]",82.59,65.21
689,라퓨타씨그릴,경양식,02 5386901,서울특별시 강남구 대치동 996-1번지 진성B/D18 19동 20층호,"[37.5091596, 127.0655652]",72.92,13.33
690,이모네포차,경양식,02 5698036,서울특별시 강남구 역삼동 681-2번지 ,"[37.5086697, 127.0404171]",58.41,25.74
691,리뷰,경양식,02 5401876,서울특별시 강남구 신사동 549-0번지 ,"[37.5242449, 127.0232309]",68.51,24.74
692,명인만두 역삼2호점,경양식,02 5575777,서울특별시 강남구 역삼동 747-22번지 지상1층 ,"[37.496039, 127.0387897]",98.69,35.74
693,광장,경양식,02 4593367,서울특별시 강남구 일원동 687-2번지 ,"[37.4893504, 127.0821723]",85.71,17.74
696,베티,경양식,02 5585431,서울특별시 강남구 삼성동 140-22번지 ,"[37.5060023, 127.0485863]",68.71,43.69
697,생생돈까스,경양식,02 4450755,서울특별시 강남구 일원동 715-1번지 201호 ,"[37.4856712, 127.0835425]",67.98,76.72
698,사카,경양식,02 5166430,서울특별시 강남구 청담동 40-29번지 ,"[37.5182891, 127.0411684]",84.51,32.36
700,리미지,경양식,02 5152824,서울특별시 강남구 논현동 63-16번지 ,"[37.519781, 127.0327509]",62.34,72.95
701,담소소사골순대국(강남구청역점),경양식,02 5147805,서울특별시 강남구 논현동 118번지 ,"[37.5171263, 127.0389061]",51.17,26.68
702,아이스벅,경양식,02 5387134,서울특별시 강남구 역삼동 656-18번지 ,"[37.5070171, 127.0385268]",93.31,54.11
703,노가리앤비어,경양식,02 5577376,서울특별시 강남구 역삼동 797-3번지 ,"[37.4948663, 127.0393961]",87.71,32.9
704,제이(J),경양식,02 5699727,서울특별시 강남구 역삼동 655-26,"[37.5074117, 127.0375218]",99.39,86.64
705,칠프로 칠백식당,경양식,02555 5245,서울특별시 강남구 대치동 942-13번지 ,"[37.5061978, 127.0580625]",77.62,69.37
706,짬뽕의전설,경양식,02 5670096,서울특별시 강남구 역삼동 837-1번지 ,"[37.4916117, 127.0314542]",74.38,48.46
707,뽕사부,중국식,02 5462662,서울특별시 강남구 논현동 111-28번지 지상1층 ,"[37.5181277, 127.0404996]",79.95,73.55
708,리밍,중국식,02 5586263,서울특별시 강남구 역삼동 673-36번지 지상12층 ,"[37.503987, 127.0400936]",96.87,50.05
709,(중화요리)남경,중국식,02 5543211,서울특별시 강남구 역삼동 787-1번지 ,"[37.4935244, 127.0422506]",66.49,51.24
710,마포숯불갈비,한식,02 5161522,서울특별시 강남구 논현동 62-6번지 ,"[37.5205941, 127.0327924]",57.47,56.08
711,황금어장,한식,02 5640597,서울특별시 강남구 역삼동 700-30,"[37.5047264, 127.0436084]",85.33,63.12
712,의정부원조부대찌게,한식,02 5295892,서울특별시 강남구 개포동 159-11번지 ,"[37.4826185, 127.0615042]",59.21,56.58
713,미가대구요리전문점,한식,02 5751125,서울특별시 강남구 개포동 1236-2번지 ,"[37.4773913, 127.045845]",99.96,64.5
714,밥맛나는세상 삼성점,분식,02 5555488,서울특별시 강남구 삼성동 150-19번지 ,"[37.5108137, 127.0547774]",69.17,56.63
715,남도향기 조이아시아,한식,02 5538885,서울특별시 강남구 역삼동 719-34번지 ,"[37.50103, 127.0414513]",79.21,8.23
716,으뜸,한식,02 5772589,서울특별시 강남구 도곡동 467-24번지 ,"[37.4864024, 127.0518455]",75.71,94.07
717,어람촌,한식,02 5391711,서울특별시 강남구 역삼동 700-30번지 ,"[37.5047264, 127.0436084]",71.53,65.9
718,청국장 서갈비,한식,02 5611019,서울특별시 강남구 대치동 897-3번지 ,"[37.502459, 127.0502604]",76.86,22.81
719,포몬스역삼점,한식,02 5582938,서울특별시 강남구 역삼동 829-8번지 ,"[37.49461640000001, 127.0332791]",56.42,64.83
720,소문난 숯불갈비,한식,02 4599773,서울특별시 강남구 일원동 722-1번지 ,"[37.4828103, 127.07936]",84.45,9.08
721,핫썬치킨(역삼역점),한식,02 5555744,서울특별시 강남구 역삼동 637-35번지 ,"[37.5007544, 127.0331807]",82.82,47.11
722,수서경찰서구내식당,한식,02 4597990,서울특별시 강남구 개포동 14-0번지 ,"[37.4932277, 127.0769693]",86.81,87.69
723,본토,한식,02 5441897,서울특별시 강남구 신사동 661-18번지 (10호) ,"[37.5277028, 127.038577]",67.35,47.52
724,샤방샤방,한식,02 5683178,서울특별시 강남구 역삼동 730-5번지 ,"[37.4991037, 127.0439188]",91.31,23.51
725,젠틀커피,한식,02 5789812,서울특별시 강남구 도곡동 417-6번지 ,"[37.4847535, 127.0449226]",87.94,91.71
726,한국교자,분식,02 5671279,서울특별시 강남구 역삼동 787-1번지 ,"[37.4935244, 127.0422506]",56.7,9.75
727,역삼정,한식,02 5397107,서울특별시 강남구 역삼동 745-5번지 ,"[37.4972268, 127.0374875]",65.76,99.96
728,후포항,한식,02 5784706,서울특별시 강남구 도곡동 418-10번지 ,"[37.485379, 127.0450526]",88.29,39.78
729,윈저,경양식,02 5685400,서울특별시 강남구 역삼동 682-20번지 1층(2000.7.4.6층이전) ,"[37.5098784, 127.0435857]",68.32,19.54
730,참숯골,한식,02 5652778,서울특별시 강남구 역삼동 603-1번지 외2필지 ,"[37.5056066, 127.0294479]",81.73,45.31
731,삼곱식당,한식,02 5793708,서울특별시 강남구 개포동 1237-6번지 ,"[37.47812589999999, 127.0463241]",85.3,28.89
732,초밥파는 횟집,한식,02 5556034,서울특별시 강남구 역삼동 791-1번지 ,"[37.4945749, 127.0380179]",95.8,2.89
733,춘천닭갈비,한식,02 4450094,서울특별시 강남구 일원동 687-3번지 ,"[37.4893952, 127.0823629]",64.23,12.03
734,정동진,한식,02 5588288,서울특별시 강남구 역삼동 699-15번지 ,"[37.5049596, 127.043256]",86.52,51.49
735,하니네분식,한식,02 4515790,서울특별시 강남구 개포동 14-1번지 ,"[37.4941735, 127.0776294]",59.94,70.8
736,추억속으로,한식,02 5560157,서울특별시 강남구 역삼동 789-13번지 ,"[37.4949343, 127.0370114]",98.23,92.93
737,선릉마실길,한식,02 5572226,서울특별시 강남구 삼성동 140-0번지 지상1층 ,"[37.5069297, 127.0475311]",73.34,82.56
738,바나프레소 역삼GS점,한식,02 5666876,서울특별시 강남구 역삼동 669-17번지 지상1층 ,"[37.502597, 127.0373608]",76.14,70.27
739,동대문곱창전문,한식,02 5711250,서울특별시 강남구 개포동 1187-11번지 ,"[37.4739695, 127.0498059]",85.29,39.56
740,언노운카페다이너,한식,02 5736672,서울특별시 강남구 도곡동 423-7번지 ,"[37.4841561, 127.0454763]",89.34,70.53
741,백수산,한식,02 5649195,서울특별시 강남구 역삼동 677-1번지 ,"[37.50302020000001, 127.0395428]",85.41,83.24
742,봉화냉면,한식,02 5083866,서울특별시 강남구 삼성동 162-25번지,"[37.5142135, 127.0644117]",91.58,18.94
743,빛고을,한식,02 5643939,서울특별시 강남구 역삼동 708-28번지 ,"[37.5032656, 127.0488308]",90.1,22.78
744,뜨락,한식,02 5432987,서울특별시 강남구 청담동 130-13번지 ,"[37.5243761, 127.0555386]",54.57,81.38
745,오늘은해장국,한식,02 4510238,서울특별시 강남구 일원동 681-6번지 ,"[37.4899112, 127.0829118]",74.58,24.85
746,필경재,한식,02 4452115,서울특별시 강남구 수서동 739-1번지 ,"[37.4847924, 127.0951896]",89.49,45.91
747,닭갈비두목,한식,02 5649657,서울특별시 강남구 역삼동 747-10번지 ,"[37.4962032, 127.0377098]",65.24,84.28
748,동촌식품(주),한식,02 5749875,서울특별시 강남구 도곡동 146-92번지 ,"[37.492736, 127.0462661]",72.67,75.02
749,(주)성제기업빅맨,한식,02 5460225,서울특별시 강남구 삼성동 45-10번지 지상1층 ,"[37.5123062, 127.0497669]",68.35,31.22
750,압구정서서갈비,한식,02 5164482,서울특별시 강남구 신사동 658-1번지 ,"[37.5267809, 127.0376758]",54.14,78.15
751,안골,한식,02 5589292,서울특별시 강남구 대치동 1001-20번지 ,"[37.5074036, 127.0652398]",59.21,86.26
752,오륙도,한식,02 5623568,서울특별시 강남구 역삼동 836-25번지 ,"[37.4908483, 127.0331851]",51.71,39.39
753,송쉐프,중국식,02 5461179,서울특별시 강남구 신사동 507-11번지 대영빌딩 1층 ,"[37.5183203, 127.0224116]",65.24,58.45
754,엘에이북창동순두부,한식,02 5653392,서울특별시 강남구 삼성동 114-16번지 ,"[37.5114495, 127.0496816]",75.31,65.3
755,장독대 김치찌개 신사점,한식,02 544 2448,서울특별시 강남구 신사동 590-18번지 ,"[37.5210994, 127.0289215]",89.42,16.99
756,원조옛날순대전문점,한식,02 5402266,서울특별시 강남구 신사동 508-10번지 ,"[37.5190306, 127.0199844]",85.73,82.68
757,(주)진담푸드 강남역2호점(정통집 강남역점),한식,02 5673737,서울특별시 강남구 역삼동 817-17번지 ,"[37.49992510000001, 127.0280897]",78.14,20.27
758,수복분식,한식,02 5570923,서울특별시 강남구 역삼동 647-3번지 ,"[37.5005992, 127.0330425]",90.15,80.14
759,가락원조집(대치점),한식,02 5588885,서울특별시 강남구 대치동 897-23번지 지상1층 ,"[37.5031486, 127.0513024]",77.57,80.19
760,대치동 독도골뱅이,한식,02 5625756,서울특별시 강남구 대치동 506-0번지 선경상가 1층동 102호,"[37.4932119, 127.0622967]",89.26,49.03
761,한국감정원구내식당,한식,02   00000,서울특별시 강남구 삼성동 171-2번지 ,"[37.5111921, 127.0665556]",64.38,0.78
762,김덕후의 곱창조,한식,02 5568317,서울특별시 강남구 역삼동 817-14번지 ,"[37.5001305, 127.0277511]",73.03,84.14
763,미테리언 육식주의자,한식,02 5635289,서울특별시 강남구 역삼동 834-4번지 ,"[37.49365, 127.0337823]",56.66,23.82
764,찌개애감동역삼점,한식,02 5633200,서울특별시 강남구 역삼동 771-8번지 ,"[37.4976235, 127.0432817]",55.17,72.77
765,신촌설렁탕 역삼로점,한식,02 5539290,서울특별시 강남구 역삼동 733-8번지 지상1 ,"[37.4967492, 127.0405776]",98.76,3.11
766,칠용프라이,한식,02 5667734,서울특별시 강남구 역삼동 790번지 ,"[37.4950072, 127.0372242]",65.23,20.52
767,숙아채 콩나물국밥,분식,02 5714441,서울특별시 강남구 개포동 1231-17번지 지상1층 ,"[37.4777172, 127.0478206]",50.06,99.99
768,주식회사 토종맛집,경양식,02  553 3778,서울특별시 강남구 삼성동 143-37 38,"[37.50617829999999, 127.053033]",55.1,50.95
769,본가,일식,02 5019245,서울특별시 강남구 역삼동 823-16번지 ,"[37.4976447, 127.0324914]",66.5,21.41
770,사라네순대국,한식,02 5485999,서울특별시 강남구 논현동 4-22,"[37.516957, 127.0233146]",75.22,57.03
771,장원,한식,02 4010086,서울특별시 강남구 도곡동 934-10번지 ,"[37.4882393, 127.0369876]",68.76,98.62
772,고향식당,분식,02 5154133,서울특별시 강남구 삼성동 25-31번지 ,"[37.5143168, 127.0495876]",53.12,36.11
773,지라이브,경양식,02 5010059,서울특별시 강남구 역삼동 645-12번지 지층 ,"[37.5011523, 127.033464]",99.09,29.86
774,논골집,한식,02 5499930,서울특별시 강남구 논현동 15-0번지 지상12층 ,"[37.5156777, 127.0224648]",66.95,71.54
775,아바이왕순대,한식,02 5187667,서울특별시 강남구 신사동 615-1번지 ,"[37.5280662, 127.0309955]",74.7,37.53
776,전주맛자랑,한식,02 5167992,서울특별시 강남구 신사동 559-16번지 ,"[37.5198828, 127.0260571]",81.47,13.95
777,사와스시,한식,02 5114997,서울특별시 강남구 신사동 623-2번지 지상1층 ,"[37.5254077, 127.0329203]",75.7,12.71
778,월스트리트(Wall Street),한식,02 5010522,서울특별시 강남구 삼성동 157-17번지 ,"[37.5082427, 127.0573288]",84.6,57.36
779,본가신의주찹쌀순대전문점,한식,02 5649292,서울특별시 강남구 삼성동 162-12번지 지상1층지하1층 ,"[37.5147679, 127.0648934]",74.64,1.97
780,장원,한식,02 5566337,서울특별시 강남구 역삼동 745-12번지 ,"[37.4970632, 127.037424]",70.73,41.87
781,(주)청담소,한식,02 5407792,서울특별시 강남구 논현동 97-20번지 ,"[37.5205577, 127.0351708]",73.98,33.3
782,현대식당,한식,02 5407205,서울특별시 강남구 청담동 1-25번지 ,"[37.5218804, 127.0401427]",50.91,39.29
783,인도야시장,경양식,02 5086660,서울특별시 강남구 역삼동 817-16번지 지상1층 ,"[37.5000653, 127.0280415]",63.28,3
784,선술집 모로미 강남역1호점,경양식,02 5628625,서울특별시 강남구 역삼동 817-31번지 .32 ,"[37.5003764, 127.0279606]",57.54,59.82
785,설맥,한식,02  553 8418,서울특별시 강남구 역삼동 645-15번지 ,"[37.5012087, 127.0338568]",66.09,2.65
786,누이야식당,한식,02 5770945,서울특별시 강남구 개포동 1168-1번지 ,"[37.4726162, 127.0513854]",91.21,84.27
787,한남동24시뼈다귀감자탕 분점,한식,02 5459921,서울특별시 강남구 논현동 113-20번지 ,"[37.5172356, 127.038381]",75.85,30.92
788,김가네김밥테헤란로점,분식,02 5618069,서울특별시 강남구 대치동 942-13번지 ,"[37.5061978, 127.0580625]",74.61,60.21
789,믿음식당,중국식,02 5717495,서울특별시 강남구 개포동 660-4번지 종합상가B-143144 ,"[37.480557, 127.0583551]",93.04,29.54
790,화천식당,한식,02 5447223,서울특별시 강남구 신사동 636-30번지 ,"[37.5269787, 127.0348562]",91.25,92.8
791,자금성,중국식,02 5446655,서울특별시 강남구 청담동 44-7번지 ,"[37.5187469, 127.0464114]",92.51,71.89
792,김밥천국뱅뱅점,한식,02 5579112,서울특별시 강남구 역삼동 839-0번지 ,"[37.4905244, 127.0333567]",87.96,40.2
793,월매네,경양식,02 5543436,서울특별시 강남구 역삼동 790-8번지 ,"[37.4954037, 127.0391088]",76.95,5.29
794,알프스호프,뷔페식,02 5011236,서울특별시 강남구 역삼동 822-1번지 ,"[37.4986077, 127.0285162]",82.15,38.77
795,선릉포차,한식,02 5389233,서울특별시 강남구 역삼동 704-29번지 ,"[37.5046848, 127.0448056]",88.17,42.86
796,목포자매집,한식,02 5430729,서울특별시 강남구 논현동 226-4번지 ,"[37.510121, 127.0354103]",66.72,72.37
797,진국본가,한식,02 5521258,서울특별시 강남구 역삼동 674-13번지,"[37.5040439, 127.0403361]",81.45,25.82
798,샤블리,일식,02  511 8867,서울특별시 강남구 신사동 515-9번지 ,"[37.5180487, 127.0221861]",94.27,38.58
799,어가,일식,02 5399348,서울특별시 강남구 역삼동 798-18번지 ,"[37.4924373, 127.0402064]",53.86,69.36
800,총각수산 153,경양식,02 5755841,서울특별시 강남구 도곡동 544-4번지 ,"[37.491908, 127.0403794]",70.34,94.12
801,샘,경양식,02 5467414,서울특별시 강남구 신사동 666-17,"[37.523518, 127.0384157]",65.23,54.03
802,올리브,경양식,02 5162401,서울특별시 강남구 신사동 566-34,"[37.5224723, 127.0272429]",66.09,11.68
803,장마당 신의주찹쌀순대,한식,02 5017734,서울특별시 강남구 대치동 936-9번지 ,"[37.49776689999999, 127.0532534]",51.62,40.74
804,순천만,한식,02 5187474,서울특별시 강남구 신사동 609-1번지 ,"[37.5258525, 127.029481]",78.88,35.94
805,바쥬2,분식,02 5115234,서울특별시 강남구 신사동 664-1번지 ,"[37.5274305, 127.0397695]",96.09,4.5
806,바젤,경양식,02 5529909,서울특별시 강남구 대치동 956-0번지 ,"[37.5057898, 127.0589962]",71.08,33.54
807,비즈,경양식,02 5469715,서울특별시 강남구 압구정동 369-1번지 ,"[37.5328218, 127.0280273]",74.45,73.26
808,연화산,중국식,02 5634618,서울특별시 강남구 대치동 945-28번지 ,"[37.5072584, 127.0613541]",99.36,31.71
809,유정,한식,02 4454587,서울특별시 강남구 개포동 14-1번지 지하1층127호 ,"[37.4941735, 127.0776294]",58.84,37.18
810,까시줌마,경양식,02  542 2221,서울특별시 강남구 역삼동 689-1번지 ,"[37.5067798, 127.0407003]",87.46,45.8
811,화개원,한식,02 5699970,서울특별시 강남구 역삼동 696-19번지 ,"[37.5057094, 127.0476122]",82.05,54.62
812,강남보물섬,한식,02 5386136,서울특별시 강남구 역삼동 736-19번지 ,"[37.4990014, 127.0346611]",91.36,15.06
813,옛날농장,한식,02 5667779,서울특별시 강남구 역삼동 678-17번지 지상1층 ,"[37.5024515, 127.0392006]",83.39,0.62
814,연탄마을,한식,02 5535548,서울특별시 강남구 역삼동 637-33번지 ,"[37.50089, 127.0333373]",81.18,7.94
815,김명자굴국밥,한식,02 5434848,서울특별시 강남구 논현동 242-18번지 ,"[37.5160943, 127.0406376]",57.95,37.51
816,평양면옥,한식,02 5495500,서울특별시 강남구 논현동 66-2번지 ,"[37.5189036, 127.0291479]",55.21,44.2
817,홍명,한식,02 5152591,서울특별시 강남구 논현동 37-9번지 ,"[37.51449, 127.0294426]",52.18,2.62
818,양재오제섞어,한식,02 5699247,서울특별시 강남구 역삼동 644-14번지 지상1층 ,"[37.5012121, 127.0347129]",58.59,11.57
819,청담,분식,02 5405069,서울특별시 강남구 청담동 7-12번지 1층 ,"[37.5224631, 127.0471812]",86.82,91.29
820,김가네김밥,한식,02 5430870,서울특별시 강남구 신사동 661-18번지 ,"[37.5277028, 127.038577]",58.66,40.62
821,제뉴어리,경양식,02 5666645,서울특별시 강남구 삼성동 114-16번지 지하1층 ,"[37.5114495, 127.0496816]",66.81,78.2
822,갤러리카페 피카소,경양식,02 5114271,서울특별시 강남구 청담동 9-1번지 ,"[37.5222318, 127.0480504]",81.57,78.63
823,키라라,일식,02 5143833,서울특별시 강남구 논현동 202-9번지 타임빌딩지하103호 ,"[37.5055154, 127.0271609]",66.91,10.99
824,이사칠,경양식,02 5464095,서울특별시 강남구 신사동 657-2번지 ,"[37.5262182, 127.0371683]",98.44,30.72
825,신촌설렁탕대치점,한식,02 5690159,서울특별시 강남구 대치동 936-17번지 ,"[37.4977532, 127.0540125]",86.24,68.86
826,희래등,한식,02  555 6652,서울특별시 강남구 역삼동 789-14번지 ,"[37.4947586, 127.0371199]",77.22,47.8
827,맥주창고,경양식,02 5405123,서울특별시 강남구 논현동 117-8번지 ,"[37.5167961, 127.0380778]",70.83,26.5
828,이화수 전통육개장 삼성역점,한식,02 5699552,서울특별시 강남구 대치동 943-14번지 ,"[37.5062885, 127.0591551]",54.73,6.29
829,오복냉면,분식,02 5393933,서울특별시 강남구 대치동 899-32번지 ,"[37.501812, 127.0521607]",78.38,50.81
830,아우네,한식,02 5681314,서울특별시 강남구 삼성동 155-7번지 ,"[37.5092352, 127.0569306]",85.62,47.72
831,투다리,한식,02 5447418,서울특별시 강남구 논현동 232-1번지 1층 ,"[37.5089863, 127.0357077]",53.3,37.35
832,풍,경양식,02 5461007,서울특별시 강남구 논현동 183-4번지 지상1층 ,"[37.5065462, 127.0250496]",66.9,49.61
833,오대산,한식,02 5494489,서울특별시 강남구 신사동 609-1번지 지하1층 ,"[37.5258525, 127.029481]",90.45,15.93
834,산촌,한식,02 5535293,서울특별시 강남구 역삼동 773-14번지 지상1층 ,"[37.4969072, 127.0446219]",51.49,43.75
835,청학루,중국식,02 5630023,서울특별시 강남구 역삼동 668-12번지 ,"[37.50293480000001, 127.0366881]",95.06,88.65
836,신두루파,분식,02 5011187,서울특별시 강남구 역삼동 791-19번지 ,"[37.4940288, 127.0383506]",91.33,64.04
837,청솔분식,분식,02 5699556,서울특별시 강남구 역삼동 649-3번지 지하2층 ,"[37.4997866, 127.0302018]",95.17,40.67
838,라미띠에,경양식,02 5469621,서울특별시 강남구 청담동 81-7번지 ,"[37.52591770000001, 127.0445553]",85.06,35.84
839,제주서귀포물항식당,한식,02 5661211,서울특별시 강남구 삼성동 153-35번지 ,"[37.5109953, 127.0573179]",64.97,44.31
840,사일삼프로젝트(413 project),분식,02 5555801,서울특별시 강남구 역삼동 640-9번지 지상1층 ,"[37.5023218, 127.0344543]",70.64,4.83
841,(주)이닝,중국식,02 5477444,서울특별시 강남구 청담동 22-12번지 이닝빌딩 지상1층지상2층 ,"[37.5223699, 127.0412813]",64.72,84.75
842,오발탄(주)오발탄에프에스,한식,02 5438656,서울특별시 강남구 삼성동 71-14번지 지상12층 ,"[37.5136329, 127.0534048]",78.35,86.81
843,본죽 앤 비빔밥 cafe 역삼역점,한식,02 5713789,서울특별시 강남구 역삼동 668-21번지 ,"[37.50244989999999, 127.0370065]",88.94,1.86
844,타이밍,경양식,02  549 7757,서울특별시 강남구 신사동 653-20번지 ,"[37.5243274, 127.0373475]",50.1,3.67
845,사천옥,한식,02 5391075,서울특별시 강남구 대치동 897-33번지 지상1층 ,"[37.5032246, 127.0510085]",76.73,63.39
846,하루,분식,02 5145557,서울특별시 강남구 신사동 663-9번지 1층 ,"[37.5267373, 127.038285]",98.3,53.79
847,하우마라탕,경양식,02 5657117,서울특별시 강남구 역삼동 818-7번지 ,"[37.4997088, 127.0291816]",50.71,17.03
848,더청담,한식,02 5166422,서울특별시 강남구 청담동 4-10번지 ,"[37.5231095, 127.0433693]",55.36,39.69
849,역삼어가생선구이,한식,02 5544265,서울특별시 강남구 역삼동 789-32번지 ,"[37.4944964, 127.0371199]",76.37,21.58
850,부산양곱창,한식,02 5547780,서울특별시 강남구 역삼동 700-15번지 지상1층 ,"[37.504704, 127.0426202]",52.54,57.17
851,오대리국수,한식,02 5393777,서울특별시 강남구 삼성동 165-3번지 지상1층 ,"[37.5140436, 127.0649206]",90.57,17.45
852,89친구닭한마리곰탕,한식,02 5562423,서울특별시 강남구 역삼동 689번지 가영빌딩1층 ,"[37.5069043, 127.040604]",60.8,23
853,오늘은 치킨,한식,02 5621852,서울특별시 강남구 청담동 32-2번지 ,"[37.5198974, 127.0486276]",70.35,33.02
854,짜짜루,중국식,02 5693968,서울특별시 강남구 역삼동 837-11번지 지하1층35호 ,"[37.4909442, 127.031473]",65.57,79.62
855,한솥도시락 논현초등학교옆점,한식,02 5475846,서울특별시 강남구 논현동 183-13번지 101호 ,"[37.506895, 127.0260392]",82.12,74.25
856,오징어 풍경,일식,02 5629233,서울특별시 강남구 대치동 897-27번지 ,"[37.5031025, 127.0515111]",93.91,78.95
857,마마램,한식,02 5443435,서울특별시 강남구 청담동 19-1번지 ,"[37.5225916, 127.0431768]",66.17,33.11
858,풍년집,한식,02 5399886,서울특별시 강남구 역삼동 835-15번지 ,"[37.492678, 127.0347956]",78.8,62.27
859,화부돈,한식,02 5555588,서울특별시 강남구 대치동 923-16번지 ,"[37.4981873, 127.0536553]",78.56,35.35
860,동일분식,한식,02 5452233,서울특별시 강남구 삼성동 34-31번지 지상1층 ,"[37.5125453, 127.0435607]",63.68,54.59
861,탄광,한식,02 5433469,서울특별시 강남구 논현동 5-18,"[37.51726, 127.0243276]",54.02,59.71
862,가담,한식,02 5455163,서울특별시 강남구 신사동 608-8번지 ,"[37.5263273, 127.0302453]",55.41,0.71
863,상도커피(에픽신사점),경양식,02 5159558,서울특별시 강남구 신사동 510-3번지 ,"[37.5181964, 127.0202226]",84.79,23.74
864,중진담,한식,02 5469600,서울특별시 강남구 논현동 242-19번지 ,"[37.5161673, 127.0408584]",79.51,57.11
865,본정돈까스,분식,02 5560369,서울특별시 강남구 대치동 932-9번지 지상1층 ,"[37.4995406, 127.0587127]",98.97,63.84
866,땅코참숯구이,한식,02 5441873,서울특별시 강남구 논현동 114-25번지 1층 ,"[37.5168273, 127.0367098]",96.52,74.95
867,크레이지 푸드 앤와인,한식,02 5452999,서울특별시 강남구 신사동 657-21 2층,"[37.5259067, 127.0380875]",86.79,49.81
868,기연한식부페,한식,02 5783998,서울특별시 강남구 개포동 1195-7번지 1층 ,"[37.4743739, 127.0487765]",80.39,89.27
869,청담영양센타,한식,02 5159291,서울특별시 강남구 청담동 75-1번지 ,"[37.5193565, 127.0515067]",88.5,70.54
870,원조 부안집 강남점,한식,02 5558988,서울특별시 강남구 역삼동 817-22번지 영우빌딩2층 ,"[37.5001272, 127.0285498]",71.51,72.11
871,깐부치킨,경양식,02 5671700,서울특별시 강남구 역삼동 669-18번지 지상1층 ,"[37.5026264, 127.0375403]",68.11,7.64
872,에이1(A1),경양식,02 5181107,서울특별시 강남구 신사동 663-20번지 ,"[37.5266197, 127.0390049]",56.31,19.58
873,어촌,분식,02 5499297,서울특별시 강남구 신사동 643-26번지 ,"[37.5270166, 127.0361918]",60.23,48.32
874,오븐에빠진닭,한식,02 5395892,서울특별시 강남구 삼성동 156-7번지 지상1층 ,"[37.5087741, 127.0563946]",83.93,64
875,아이러브펍,한식,02 7474091,서울특별시 강남구 역삼동 819-10번지 지하1층 ,"[37.4989756, 127.0280564]",50.63,16.48
876,엘에이양분식,분식,02 5185066,서울특별시 강남구 논현동 190-0번지 지상1층 ,"[37.5082148, 127.0307273]",76.68,7.13
877,다향,분식,02 5619993,서울특별시 강남구 역삼동 702-13번지 성지하이츠지하1층 ,"[37.5037702, 127.0451846]",52.78,74.7
878,치어스(뱅뱅사거리점),경양식,02 5670025,서울특별시 강남구 역삼동 837-7번지 ,"[37.4904339, 127.0321004]",99.78,18.19
879,스타일 세븐,경양식,02 5179079,서울특별시 강남구 신사동 656-14번지 지하1층 ,"[37.52479270000001, 127.0375033]",97.49,18.54
880,참고을,한식,02 5754374,서울특별시 강남구 도곡동 942-6번지 지하1층 ,"[37.4897517, 127.0340655]",94.47,21.9
881,만만나,분식,02 5685155,서울특별시 강남구 역삼동 727-4번지 지상1층 ,"[37.4979665, 127.0391336]",77.66,48.93
882,쿡,분식,02 5666610,서울특별시 강남구 대치동 941-32번지 ,"[37.4987504, 127.0587193]",83.82,62.92
883,하우스,경양식,02 5570160,서울특별시 강남구 역삼동 722-4번지 지하1층 ,"[37.4998917, 127.0424249]",52.79,73.8
